alignment	length	dmel_cpg	dsim_cpg	dyak_cpg
FBgn0034401-1.fa	358	1.0000007337028724e-06	1.0000015458049042e-06	1.0000015458049042e-06
FBgn0032886-1.fa	464	4.097986426960921	1.9112451017575145	1.9112451017575145
FBgn0035772-1.fa	726	1.6687925251215527	1.3280059834531286	1.3280059834531286
FBgn0039402-0.fa	350	1.0000010363698657e-06	1.0000018232965626e-06	1.0000018232965626e-06
FBgn0000715-1.fa	390	1.0000001413745367e-06	1.0000001251408767e-06	1.0000001251408767e-06
FBgn0037670-0.fa	312	0.5394931010755506	3.0336024321363864	3.0336024321363864
FBgn0029913.fa	328	0.3143069280899534	1.0000009125302054e-06	1.0000009125302054e-06
FBgn0259876-0.fa	354	1.0000004686587618e-06	0.42886008097808287	0.42886008097808287
FBgn0259749-0.fa	314	1.8175797590410756	1.000000686088947e-06	1.000000686088947e-06
FBgn0034271-0.fa	300	1.1443660345350206	1.0000010873078206e-06	1.0000010873078206e-06
FBgn0026666-1.fa	330	1.000000262884297e-06	0.9292162505898344	0.9292162505898344
FBgn0033672-0.fa	300	2.0717328241344903	1.0000242893994246e-06	1.0000242893994246e-06
FBgn0010611-1.fa	446	1.7638039171232571	1.0000005741762995e-06	1.0000005741762995e-06
FBgn0033449-0.fa	300	1.0000000027439672e-06	1.0000006186681176e-06	1.0000006186681176e-06
FBgn0031377-1.fa	322	1.0000000482070772e-06	1.0000001569594432e-06	1.0000001569594432e-06
FBgn0015828-0.fa	370	13.139641164092005	13.528419672530285	13.528419672530285
FBgn0035025.fa	328	49.99999999858586	35.52379788585673	35.52379788585673
FBgn0033428.fa	360	2.434795888809309	1.52453396583324	1.52453396583324
FBgn0011305-1.fa	312	0.5649756587164622	0.6291684481440167	0.6291684481440167
FBgn0003011-1.fa	378	1.000000114817082e-06	1.58118394258244	1.58118394258244
FBgn0025335-0.fa	300	2.0090727588617474	1.830835909627768	1.830835909627768
FBgn0036372-0.fa	518	1.0000280568779339e-06	1.0000276391440656e-06	1.0000276391440656e-06
FBgn0036688-0.fa	596	2.6950464124869833	0.9656596686930222	0.9656596686930222
FBgn0037963-0.fa	722	30.50524209235898	3.411276118079973	3.411276118079973
FBgn0002791-0.fa	312	2.4374588733509572	1.6916374237117295	1.6916374237117295
FBgn0288846-0.fa	332	2.815693819661644	1.0000004880120277e-06	1.0000004880120277e-06
FBgn0284235-1.fa	452	1.0000001754898022e-06	1.0000008911399562e-06	1.0000008911399562e-06
FBgn0031041.fa	474	1.2812603336758164	0.02185357059301657	0.02185357059301657
FBgn0035909-0.fa	330	2.9035743085832477	5.760168460974857	5.760168460974857
FBgn0037488-0.fa	364	1.1830308759089332	1.9158902656526342	1.9158902656526342
FBgn0051961-0.fa	368	1.000001801905967e-06	1.037965757040328	1.037965757040328
FBgn0015582-1.fa	362	1.0000008811849203e-06	1.000000692983357e-06	1.000000692983357e-06
FBgn0047334-0.fa	354	1.8118786277247443	2.4636662263412585	2.4636662263412585
FBgn0067782-0.fa	296	10.304497956202944	6.554926653000176	6.554926653000176
FBgn0037918-1.fa	352	1.0000006031549601e-06	1.0000003670093228e-06	1.0000003670093228e-06
FBgn0034708-0.fa	382	0.39386959415444617	0.3219157092336019	0.3219157092336019
FBgn0031566-1.fa	536	1.0000006906207277e-06	0.9655744078837607	0.9655744078837607
FBgn0014469-0.fa	558	1.0000647436711604e-06	0.3687499088980578	0.3687499088980578
FBgn0036133-0.fa	364	1.0000003167589488e-06	1.0000001481235923e-06	1.0000001481235923e-06
FBgn0025820-0.fa	318	2.2566979131989258	2.627354997636617	2.627354997636617
FBgn0015296-1.fa	360	6.0718224574726225	9.68874033804613	9.68874033804613
FBgn0038654-0.fa	338	1.003734397112765	1.4567301224455047	1.4567301224455047
FBgn0250786-1.fa	1028	26.4062694691472	12.915467538817962	12.915467538817962
FBgn0040575.fa	352	2.0468988206601404	1.1344164945691793	1.1344164945691793
FBgn0026372-1.fa	444	0.825273790092638	1.0000483265861486e-06	1.0000483265861486e-06
FBgn0038316-0.fa	348	2.804104372915644	0.9716249982137736	0.9716249982137736
FBgn0035227-1.fa	338	0.7949051841354942	2.530950926164972	2.530950926164972
FBgn0029711-1.fa	358	1.000000186701586e-06	0.6582505678889503	0.6582505678889503
FBgn0038388.fa	680	0.5656556768072891	1.2916799621135928	1.2916799621135928
FBgn0038603-0.fa	560	1.81227054689968	1.0002202512399344e-06	1.0002202512399344e-06
FBgn0034573-1.fa	328	2.2884308563231275	4.131433734889359	4.131433734889359
FBgn0036488-0.fa	340	1.000000021635066e-06	2.0435065599778044	2.0435065599778044
FBgn0033665-0.fa	570	1.00628922835547	0.5332568338057981	0.5332568338057981
FBgn0038053-1.fa	408	14.291818730885186	14.1653326043084	14.1653326043084
FBgn0021967-0.fa	450	1.6525893805029972	1.2694942125413065	1.2694942125413065
FBgn0002354-0.fa	296	3.3844370231535805	6.03524221546445	6.03524221546445
FBgn0037934-1.fa	330	1.0000001503443656e-06	1.016818307699247	1.016818307699247
FBgn0038511-1.fa	368	0.4586953847626777	1.0004514559026677e-06	1.0004514559026677e-06
FBgn0013323-1.fa	380	4.11224717604572	5.7124854060560235	5.7124854060560235
FBgn0037606-0.fa	456	1.0000000536865363e-06	1.5318532262424214	1.5318532262424214
FBgn0031878-1.fa	366	2.4178808970088657	1.0000008659044864e-06	1.0000008659044864e-06
FBgn0035529.fa	480	1.0000011610249413e-06	6.200369377235472	6.200369377235472
FBgn0034704-0.fa	342	1.0000003855531398e-06	1.0000010279014078e-06	1.0000010279014078e-06
FBgn0035945-0.fa	478	0.9479407819088568	1.7851321636331494	1.7851321636331494
FBgn0034968-0.fa	484	7.79503960779444	1.000001258181738e-06	1.000001258181738e-06
FBgn0085476-1.fa	304	1.0290656974976522	49.9999999995873	49.9999999995873
FBgn0020510-1.fa	326	1.0549854813452535	1.5122582289823154	1.5122582289823154
FBgn0027493-0.fa	644	1.2339334616354898	1.5728795624578242	1.5728795624578242
FBgn0037539-0.fa	298	1.0000000541753417e-06	22.944512933281946	22.944512933281946
FBgn0261015-0.fa	414	0.0637827224773757	1.0000105248839047e-06	1.0000105248839047e-06
FBgn0262839-1.fa	492	4.166191246858583e-06	2.9382304084749105e-06	2.9382304084749105e-06
FBgn0261279-0.fa	612	1.3482127947590452	1.0000149179252174e-06	1.0000149179252174e-06
FBgn0027538-1.fa	572	0.15750019726826672	1.0004118954287937e-06	1.0004118954287937e-06
FBgn0035206-0.fa	430	49.99999999958719	29.100498559586896	29.100498559586896
FBgn0032444-1.fa	302	1.0000007620631001e-06	1.0000003701010428e-06	1.0000003701010428e-06
FBgn0033413-0.fa	538	1.0000006744001895e-06	1.9056004591871925	1.9056004591871925
FBgn0015521-0.fa	458	1.3352321413766488	1.1444830028168367	1.1444830028168367
FBgn0017566-1.fa	316	1.000000445503144e-06	2.279710515094965	2.279710515094965
FBgn0003676-0.fa	532	1.0000491867210087e-06	5.901005179440834	5.901005179440834
FBgn0027329-0.fa	322	1.63621761169379	1.0000045978390636e-06	1.0000045978390636e-06
FBgn0067864-0.fa	346	7.136465170796609	2.666087812064517	2.666087812064517
FBgn0035251-0.fa	424	1.0000007807375313e-06	1.2636007410182106	1.2636007410182106
FBgn0033243-1.fa	466	1.0433575472917143	1.0000065372708266e-06	1.0000065372708266e-06
FBgn0027503-0.fa	418	1.3560665206660758	1.000000044679474e-06	1.000000044679474e-06
FBgn0038233-1.fa	374	0.8655500017180646	2.5514403238233077	2.5514403238233077
FBgn0039321-0.fa	344	9.999358131747805	9.842411928977496	9.842411928977496
FBgn0003660-0.fa	342	0.040855260627034914	3.301283690527876	3.301283690527876
FBgn0036368-1.fa	304	1.0000011369932324e-06	49.999999999397765	49.999999999397765
FBgn0033272.fa	592	1.1268177266014785	0.06475752192574027	0.06475752192574027
FBgn0029137-1.fa	418	1.421238190645961	1.0000469477475302e-06	1.0000469477475302e-06
FBgn0035617-0.fa	376	1.9900966113877445	1.0000005554694822e-06	1.0000005554694822e-06
FBgn0036579-0.fa	390	1.0000240997523622e-06	1.000018518720939e-06	1.000018518720939e-06
FBgn0030341-1.fa	298	1.0000000257939989e-06	1.0000006032703097e-06	1.0000006032703097e-06
FBgn0015838-0.fa	338	1.0000001712760324e-06	1.0000003420896086e-06	1.0000003420896086e-06
FBgn0052075-1.fa	330	1.6485688252173705	0.5285147502957978	0.5285147502957978
FBgn0035866-0.fa	316	13.080528917527987	0.8600790330032819	0.8600790330032819
FBgn0087007-0.fa	656	1.0001315816272369e-06	3.1481639869043696	3.1481639869043696
FBgn0028541-1.fa	422	1.0000002519229308e-06	1.1710951577902644	1.1710951577902644
FBgn0002283-1.fa	356	1.00001335659998e-06	5.532837040410086	5.532837040410086
FBgn0014141-0.fa	424	49.999999999796515	1.000002461861959e-06	1.000002461861959e-06
FBgn0003884-1.fa	360	0.9475268906864	1.475641356994448	1.475641356994448
FBgn0028487-0.fa	334	28.463559092928037	1.9631560242918038	1.9631560242918038
FBgn0026533-0.fa	584	3.8907128395889234	2.218259497514305	2.218259497514305
FBgn0025109-1.fa	570	49.99999999981132	38.79444855068343	38.79444855068343
FBgn0016701-0.fa	308	1.0000000669372957e-06	0.29363980840151815	0.29363980840151815
FBgn0033570-1.fa	300	11.953169019767241	2.373315454205143	2.373315454205143
FBgn0284225-1.fa	550	1.0001327771973443	0.7300285436289975	0.7300285436289975
FBgn0033434-0.fa	382	1.0000002086690439e-06	1.0000010366186785e-06	1.0000010366186785e-06
FBgn0040475-1.fa	314	2.230284053730818	1.4751749791971742	1.4751749791971742
FBgn0266124-0.fa	410	2.273765943257359	3.689232957094486	3.689232957094486
FBgn0023530-0.fa	446	1.7982179521609591	8.055810149238209	8.055810149238209
FBgn0010380-1.fa	406	1.6145610397885541	2.0750247417397047	2.0750247417397047
FBgn0283471-0.fa	580	2.1637353060581423	1.0000002021133568e-06	1.0000002021133568e-06
FBgn0050360-0.fa	338	49.9999999998385	38.55530737432952	38.55530737432952
FBgn0261838-1.fa	330	1.0000004140294126e-06	1.0000014494999398e-06	1.0000014494999398e-06
FBgn0003076-1.fa	314	1.000000032843894e-06	1.0000000422932743e-06	1.0000000422932743e-06
FBgn0035581-0.fa	382	1.0000011705906822e-06	1.0000000213758564e-06	1.0000000213758564e-06
FBgn0286783-1.fa	692	1.0000001322670492e-06	1.0000003679919346e-06	1.0000003679919346e-06
FBgn0011509-1.fa	350	2.227645137690525	1.6022690249042384	1.6022690249042384
FBgn0033497-1.fa	378	7.226304072064287	1.0000225522064647e-06	1.0000225522064647e-06
FBgn0039849-0.fa	342	1.8703760644243718e-05	0.00023397369357265022	0.00023397369357265022
FBgn0032005-1.fa	338	1.0000001043995686e-06	1.0000002552476196e-06	1.0000002552476196e-06
FBgn0035169-0.fa	388	6.874864844544028	1.0000057111412294e-06	1.0000057111412294e-06
FBgn0026250-0.fa	340	1.0000004846409734e-06	1.0000002574117221e-06	1.0000002574117221e-06
FBgn0035410-1.fa	330	35.61573573921979	20.509000438052063	20.509000438052063
FBgn0027568-1.fa	326	1.0000025671090164e-06	7.007460155548112	7.007460155548112
FBgn0034914-0.fa	484	0.9208057875132947	0.9207189861298686	0.9207189861298686
FBgn0263351-0.fa	318	1.2172844806813383	1.0000001013224796e-06	1.0000001013224796e-06
FBgn0035761.fa	334	1.7353925939205894	1.3732028519845547	1.3732028519845547
FBgn0039636.fa	442	11.824297902062245	0.7580751419103552	0.7580751419103552
FBgn0260012-1.fa	752	1.00000030992651e-06	1.0000003483288865e-06	1.0000003483288865e-06
FBgn0041706-1.fa	340	3.8187434394189066	1.8850048139156081	1.8850048139156081
FBgn0260229-1.fa	310	1.0000162520978057e-06	1.0000024346886476e-06	1.0000024346886476e-06
FBgn0000565-1.fa	404	1.4425001134473066	0.7470744506987207	0.7470744506987207
FBgn0014930-1.fa	394	4.060767235408804	21.273488219396853	21.273488219396853
FBgn0262516-1.fa	674	2.0170442333898295	0.3353415378608407	0.3353415378608407
FBgn0038961-1.fa	336	2.0643235161034785	1.0000016757135761e-06	1.0000016757135761e-06
FBgn0002431-1.fa	338	1.0000000022860741e-06	0.634084993999752	0.634084993999752
FBgn0086532-1.fa	306	3.0787833599413776	1.0000007968726602e-06	1.0000007968726602e-06
FBgn0031652-1.fa	486	7.880701048215611	1.0000001368747934e-06	1.0000001368747934e-06
FBgn0035283-0.fa	452	1.0000050223502995e-06	0.5756665311345857	0.5756665311345857
FBgn0031039-1.fa	374	2.9760078943290558	1.000006832792617e-06	1.000006832792617e-06
FBgn0035000-0.fa	344	1.3559262636279486e-05	1.816627342498662e-05	1.816627342498662e-05
FBgn0036769-0.fa	392	0.3847913411724685	3.8172215452110794	3.8172215452110794
FBgn0032880-1.fa	464	1.0000004688192538e-06	1.00000054117134e-06	1.00000054117134e-06
FBgn0031771.fa	472	49.999999999323094	31.04338001332651	31.04338001332651
FBgn0015834-1.fa	302	1.0000000662811698e-06	1.3417296742845994	1.3417296742845994
FBgn0031038-1.fa	374	2.9760078943290558	1.000006832792617e-06	1.000006832792617e-06
FBgn0039776-1.fa	324	49.999999999928164	49.99999999935071	49.99999999935071
FBgn0024352-0.fa	312	1.2277696069458375	1.0000005958366088e-06	1.0000005958366088e-06
FBgn0029799-1.fa	310	1.467571049570612	1.232853471541417	1.232853471541417
FBgn0037504-1.fa	400	2.4333735666972425	3.3815503695718254	3.3815503695718254
FBgn0035539-1.fa	328	0.3225861715080505	1.0000276256899508e-06	1.0000276256899508e-06
FBgn0033547-1.fa	442	1.0000024863343799e-06	9.281135089305112	9.281135089305112
FBgn0039126-0.fa	366	37.27375349459922	49.99999999365869	49.99999999365869
FBgn0033382-1.fa	824	1.0000000600513581e-06	1.2459457543585095	1.2459457543585095
FBgn0039726.fa	364	1.814993194009845	1.0000000195268413e-06	1.0000000195268413e-06
FBgn0031995-1.fa	428	1.7400514047121625	0.6779041771328261	0.6779041771328261
FBgn0040793-0.fa	330	1.0000004303343697e-06	1.0000009022925578e-06	1.0000009022925578e-06
FBgn0024806-1.fa	344	1.000005488089201e-06	1.0000044310524384e-06	1.0000044310524384e-06
FBgn0263110-0.fa	330	1.0000039990075333e-06	1.0000039647783544e-06	1.0000039647783544e-06
FBgn0027495-0.fa	308	1.0000002736920829e-06	0.4477775521185127	0.4477775521185127
FBgn0013764.fa	564	0.17583790978107405	1.0000001122777245e-06	1.0000001122777245e-06
FBgn0031392-0.fa	362	5.415256303151451	15.290488902345244	15.290488902345244
FBgn0033209.fa	382	0.3421965436921935	3.0917033093501263	3.0917033093501263
FBgn0261086-1.fa	382	0.74931998412399	1.1333365587190203	1.1333365587190203
FBgn0038598-0.fa	314	1.0000004207756137e-06	8.141690436139124	8.141690436139124
FBgn0000499-1.fa	304	1.1789799891369699	0.8540420267049217	0.8540420267049217
FBgn0031281-1.fa	378	1.0000022928571717e-06	3.344480033054225	3.344480033054225
FBgn0002431-0.fa	418	1.0000119459940044e-06	1.0000021858898961e-06	1.0000021858898961e-06
FBgn0085308-0.fa	322	1.0000000514775013e-06	1.0000005758485007e-06	1.0000005758485007e-06
FBgn0032511-1.fa	432	0.3798899096539445	3.654683302792526	3.654683302792526
FBgn0285950-1.fa	460	1.0003355128120464	1.0000026732857453e-06	1.0000026732857453e-06
FBgn0041087-1.fa	300	1.0000004996829556e-06	4.241418857717154	4.241418857717154
FBgn0010621-0.fa	546	0.29042682741128995	0.39068611810942705	0.39068611810942705
FBgn0263038-0.fa	478	36.23125776028746	49.999999999974214	49.999999999974214
FBgn0262716-1.fa	350	1.7764359280088418	1.676232664625553	1.676232664625553
FBgn0024754-1.fa	302	0.789739279098431	1.5886309037256638	1.5886309037256638
FBgn0024689-1.fa	300	0.6594538538475365	1.0000009735668114e-06	1.0000009735668114e-06
FBgn0004403-1.fa	378	1.000000225542679e-06	0.35503797909646967	0.35503797909646967
FBgn0005642-1.fa	310	1.0000000239632092e-06	1.0000011640397031e-06	1.0000011640397031e-06
FBgn0032474-1.fa	546	0.5624833231280875	1.0275116442145644	1.0275116442145644
FBgn0036334-0.fa	368	1.0000000242101777e-06	1.000000284809552e-06	1.000000284809552e-06
FBgn0013954-1.fa	336	1.0000004205787825e-06	0.9596452784580348	0.9596452784580348
FBgn0260458-0.fa	336	4.682252806478902	1.00000216352233e-06	1.00000216352233e-06
FBgn0039280-1.fa	310	1.0000162520978057e-06	1.0000024346886476e-06	1.0000024346886476e-06
FBgn0036549-0.fa	652	1.3491634497828633	1.2003548121501157	1.2003548121501157
FBgn0000181-0.fa	586	0.35193524099436424	1.6932529168839756	1.6932529168839756
FBgn0025109-0.fa	296	30.61872931683103	28.92099449892818	28.92099449892818
FBgn0034365-1.fa	298	1.0000000395701476e-06	1.142228660039115	1.142228660039115
FBgn0035517.fa	562	1.0000009685986402e-06	2.437898117918243	2.437898117918243
FBgn0039691.fa	336	5.078604106012958	4.693843219415011	4.693843219415011
FBgn0016701-1.fa	456	0.3984832008139533	0.5142133532698295	0.5142133532698295
FBgn0288857-0.fa	464	0.548955060933731	6.281124443807173	6.281124443807173
FBgn0037374-0.fa	302	0.4669876472852212	1.0000406703194594e-06	1.0000406703194594e-06
FBgn0033463-1.fa	490	4.122644504283897	4.4576283238010355	4.4576283238010355
FBgn0016687-1.fa	464	0.8423647062911582	1.502790957311029	1.502790957311029
FBgn0011211-0.fa	390	1.0000001496531975e-06	5.023323355626575	5.023323355626575
FBgn0037709-1.fa	340	2.7998209291772307	1.9261518268261173	1.9261518268261173
FBgn0000416-0.fa	732	1.0000003910062236e-06	1.0728303012727383	1.0728303012727383
FBgn0016691-1.fa	366	1.9130767084303189	0.8769363580685291	0.8769363580685291
FBgn0004510-0.fa	326	49.99999999966171	1.000405419216446e-06	1.000405419216446e-06
FBgn0039644-1.fa	442	1.0000068789117095e-06	1.0000442088058462e-06	1.0000442088058462e-06
FBgn0027509-0.fa	326	1.0000022039336071e-06	0.737691469755463	0.737691469755463
FBgn0014269-0.fa	354	2.5681471819091026	2.2722590272976224	2.2722590272976224
FBgn0035471-0.fa	304	0.8550009271452979	0.7774267001376886	0.7774267001376886
FBgn0030873-1.fa	450	1.0000003020914984e-06	0.6478646464587373	0.6478646464587373
FBgn0285971-0.fa	378	2.606876128062386	1.1626077433954731	1.1626077433954731
FBgn0036820-0.fa	394	20.493968219306996	9.030920521325159	9.030920521325159
FBgn0011745-0.fa	344	1.9903735785004257	2.94625516907313	2.94625516907313
FBgn0035519-1.fa	320	3.7166915905453943	5.765948862274412	5.765948862274412
FBgn0262126-1.fa	302	1.0000001157677156e-06	1.0000000092703059e-06	1.0000000092703059e-06
FBgn0014028-1.fa	514	15.894236249247225	6.223578643665584	6.223578643665584
FBgn0038515-0.fa	360	1.0000000156316281e-06	0.671410077487462	0.671410077487462
FBgn0020626-1.fa	370	0.3043096758788385	0.5891001610530837	0.5891001610530837
FBgn0031871-1.fa	632	0.6795045040691752	1.244992598652054	1.244992598652054
FBgn0033266-1.fa	706	2.405536185812142	1.0000020571142911e-06	1.0000020571142911e-06
FBgn0034262-1.fa	298	49.9999999989829	26.427763894478172	26.427763894478172
FBgn0011785-0.fa	474	0.6010938491407383	0.9132447387022282	0.9132447387022282
FBgn0025865-1.fa	486	1.1823173715881992	12.238045665943492	12.238045665943492
FBgn0029095-0.fa	322	1.0000000009054521e-06	1.0000005435704766e-06	1.0000005435704766e-06
FBgn0010747-0.fa	374	1.00000182510821e-06	1.0000016728366372e-06	1.0000016728366372e-06
FBgn0036819-0.fa	368	1.4064850785832243e-05	3.1643098668979124e-06	3.1643098668979124e-06
FBgn0034577-0.fa	362	5.2564029406423085	1.000000916434661e-06	1.000000916434661e-06
FBgn0028692-0.fa	298	5.950408017186771	4.486986598811499	4.486986598811499
FBgn0044419-0.fa	336	4.682252806478902	1.00000216352233e-06	1.00000216352233e-06
FBgn0085405-0.fa	336	1.000000182005276e-06	0.5999059342782835	0.5999059342782835
FBgn0015338-0.fa	358	1.0000032498296694e-06	1.000011293935497e-06	1.000011293935497e-06
FBgn0032214.fa	314	1.0000013715744679e-06	0.06845422615032432	0.06845422615032432
FBgn0038017-1.fa	330	1.00000434070208e-06	0.716261981564348	0.716261981564348
FBgn0038693-1.fa	372	1.0000012369436212e-06	2.751899109709356	2.751899109709356
FBgn0016684-1.fa	668	0.11895768146241815	1.0000104849450148e-06	1.0000104849450148e-06
FBgn0263260-1.fa	336	1.0000010514932045e-06	2.122180371824357	2.122180371824357
FBgn0028690.fa	484	3.5627748757846502	1.0000001724625591e-06	1.0000001724625591e-06
FBgn0035872-0.fa	612	1.470392718450917	1.5233799365406242	1.5233799365406242
FBgn0033925-1.fa	462	1.0000003555063636e-06	0.3288108095547447	0.3288108095547447
FBgn0261381.fa	328	1.000000323857147e-06	1.0000004026409214e-06	1.0000004026409214e-06
FBgn0283649-1.fa	650	1.0000000235005106e-06	1.8098713856186999	1.8098713856186999
FBgn0030718-1.fa	310	1.0003643715332295e-06	1.0003643715417271e-06	1.0003643715417271e-06
FBgn0036273-1.fa	472	0.25919859531376455	1.000002788720693e-06	1.000002788720693e-06
FBgn0034537-1.fa	324	3.4029944886421055	1.0000003910897177e-06	1.0000003910897177e-06
FBgn0086706-0.fa	472	1.9143848279623268	1.0000101383941955e-06	1.0000101383941955e-06
FBgn0038325-0.fa	808	1.5670741295314836	0.9597330144522609	0.9597330144522609
FBgn0050381-0.fa	330	1.0000325589562607e-06	49.99999999992408	49.99999999992408
FBgn0038922-1.fa	442	0.7218923090795506	0.6807071313368172	0.6807071313368172
FBgn0034452-1.fa	396	1.2674527726245042	1.0000593312006544e-06	1.0000593312006544e-06
FBgn0050343-1.fa	482	3.2511222614082558e-06	2.1751111186533885e-06	2.1751111186533885e-06
FBgn0035540-0.fa	504	1.0000103959657644e-06	2.9233416275309456	2.9233416275309456
FBgn0031776.fa	292	8.866787546220786	2.9286603115812504	2.9286603115812504
FBgn0261396-1.fa	314	2.0028840401332944	1.0000094535505725e-06	1.0000094535505725e-06
FBgn0038055.fa	362	6.7835214358337135	4.732396424030379	4.732396424030379
FBgn0261953-1.fa	422	11.843451514700282	1.000202647200044e-06	1.000202647200044e-06
FBgn0004837-0.fa	402	1.6728617960933094	1.204684766114799	1.204684766114799
FBgn0026479-1.fa	294	1.0000039557943655e-06	1.000000012854456e-06	1.000000012854456e-06
FBgn0032339-0.fa	336	1.0000003478487406e-06	1.000000297142691e-06	1.000000297142691e-06
FBgn0035255-1.fa	302	0.9170375172545466	5.6257065752297315	5.6257065752297315
FBgn0031450-0.fa	330	2.8001588417400884	4.963741181019024	4.963741181019024
FBgn0035520.fa	448	1.2161766884982217	2.5270569719361946	2.5270569719361946
FBgn0085370-0.fa	1190	1.0271183008360234	1.5072157508531143	1.5072157508531143
FBgn0021796-0.fa	390	1.0000000656628468e-06	1.4028640356476514	1.4028640356476514
FBgn0034310-0.fa	312	0.8389278777861657	1.1961960963399252	1.1961960963399252
FBgn0027950-1.fa	304	5.101707058937913	1.0000008261376744e-06	1.0000008261376744e-06
FBgn0032801-0.fa	788	0.6248830325800331	1.1204505435728893	1.1204505435728893
FBgn0033656-0.fa	340	1.000000749467065e-06	1.5392096708738097	1.5392096708738097
FBgn0265052-1.fa	432	1.0000001101474267e-06	1.0152438435534934	1.0152438435534934
FBgn0036004-0.fa	514	0.8195419482950466	1.0000013806170746e-06	1.0000013806170746e-06
FBgn0037843-0.fa	364	0.7134580189852789	1.1647834524406113	1.1647834524406113
FBgn0038870-0.fa	310	1.0000020006071854e-06	0.6876537315773542	0.6876537315773542
FBgn0022787-1.fa	270	14.081292020835296	13.230159171730142	13.230159171730142
FBgn0036317-0.fa	454	0.07882504635183427	1.0000006420962096e-06	1.0000006420962096e-06
