alignment	length	pval	dmel_cpg	dsim_cpg	dyak_cpg	dmel_len	dsim_len
FBgn0067782-0.fa	296	0.7120092788519607	10.305874460169784	6.555968788677111	6.555968788677111	0.07294165536794213	0.04659758082481317
FBgn0037918-1.fa	352	0.9998544171049787	1.0000003343113266e-06	1.0000019619047766e-06	1.0000019619047766e-06	0.03636554086275427	0.006361407867120486
FBgn0034708-0.fa	382	0.9082393620786194	0.3938695847937437	0.32191594764268566	0.32191594764268566	0.3434387615320375	0.3871834123380401
FBgn0031566-1.fa	536	0.12694733005406406	1.0000008433567452e-06	0.9656382703918899	0.9656382703918899	0.1028401645531426	1.0000044038905903e-06
FBgn0014469-0.fa	558	0.6993964159850479	1.0000130650049073e-06	0.3687421743452516	0.3687421743452516	0.14342312596670181	0.1644669023853813
FBgn0036133-0.fa	364	0.9998028921907605	1.000002317249645e-06	1.0000138214374195e-06	1.0000138214374195e-06	0.10350512031332465	0.06246714579998595
FBgn0025820-0.fa	318	0.9205964629347929	2.2772079817464284	2.6364056508234537	2.6364056508234537	0.053552997511309444	0.05167547495554823
FBgn0015296-1.fa	360	0.4055615702903318	10.418513773035148	16.660574592250153	16.660574592250153	0.051873968381950665	0.02039985800658255
FBgn0038654-0.fa	338	0.6814832258771885	1.004000132145036	1.4572591842124027	1.4572591842124027	1.0000003973702421e-06	0.07615851293344135
FBgn0250786-1.fa	1028	0.3311491857951602	26.38007942436637	12.896738563350084	12.896738563350084	1.3136642322723378	0.7053533935066809
FBgn0040575.fa	352	0.4594316210827848	2.049715774320905	1.1353166343532044	1.1353166343532044	1.0000045048559435e-06	0.09455404676454039
FBgn0026372-1.fa	444	0.7814844959411821	0.8252738587336692	1.00005540556102e-06	1.00005540556102e-06	0.045731853566217104	0.037263662578085194
FBgn0038316-0.fa	348	0.4525296478327172	2.8034118816923725	0.9718079583617071	0.9718079583617071	0.6640213068209766	0.6603371076696147
FBgn0035227-1.fa	338	0.4362098740105673	0.8066284722828032	2.520216766574658	2.520216766574658	1.2053333785378853e-06	0.1694800549336985
FBgn0029711-1.fa	358	0.6532061235070531	1.0000270577296341e-06	0.6580952743176642	0.6580952743176642	0.05451762622040719	0.24423098846689822
FBgn0038388.fa	680	0.4449051825081537	0.5655892001049078	1.2915499838253195	1.2915499838253195	0.19449387250116817	0.11938159836366119
FBgn0038603-0.fa	560	0.9158707614781385	1.8125079905792887	1.0000211177985969e-06	1.0000211177985969e-06	1.8004296904275334	1.0000009322200564e-06
FBgn0034573-1.fa	328	0.6207351447920364	2.2887746959454653	4.132388515099034	4.132388515099034	0.013181336821050391	0.018964400943252933
FBgn0036488-0.fa	340	0.04002019122011938	1.000000320255211e-06	2.043617358682731	2.043617358682731	0.06842915308045831	0.050087911083560636
FBgn0033665-0.fa	570	0.7345676121224864	1.0062114636592001	0.533231301122323	0.533231301122323	0.4907479092073749	0.5605358668923767
FBgn0038053-1.fa	408	0.9886888482541081	14.290182381392501	14.163948098725214	14.163948098725214	0.06245176895175934	0.03711208596753717
FBgn0021967-0.fa	450	0.720129330089949	1.652686409184224	1.2695105885280011	1.2695105885280011	2.044849419868987	2.1088276643824413
FBgn0002354-0.fa	296	0.6939012269951135	3.3839513508867487	6.036821743982587	6.036821743982587	0.1435133574084529	0.021593664569683594
FBgn0037934-1.fa	330	0.5287522095440433	1.0000000581420374e-06	1.0168063804696765	1.0168063804696765	0.07277098420850049	0.06469136667570223
FBgn0038511-1.fa	368	0.8115665731845259	0.45971515327628126	1.0003981294984739e-06	1.0003981294984739e-06	0.011234250210074638	0.0558863107945632
FBgn0013323-1.fa	380	0.4711244124996671	4.111490064402295	5.712058752161418	5.712058752161418	1.0000075907378082e-06	0.12062961324823301
FBgn0037606-0.fa	456	0.16858464058961314	1.000000131547694e-06	1.5316471965466962	1.5316471965466962	0.14756329354490388	0.01778772266210863
FBgn0031878-1.fa	366	0.4267876510591907	2.417633423011744	1.0000005275497418e-06	1.0000005275497418e-06	0.045045039239438145	0.04522015111230773
FBgn0035529.fa	480	0.1650636889892503	1.0000003903182829e-06	6.1995683382235365	6.1995683382235365	0.03426970849163306	0.04085341400624803
FBgn0034704-0.fa	342	0.9995684820933642	1.0000002906589903e-06	1.0000000628066832e-06	1.0000000628066832e-06	0.07535209268803406	0.08766315578450273
FBgn0035945-0.fa	478	0.6420874078337363	0.9479399734231132	1.7851333459590129	1.7851333459590129	0.03936973244019634	0.030127314819775965
FBgn0034968-0.fa	484	0.14271407738515782	7.788734227525164	1.0000010789746233e-06	1.0000010789746233e-06	0.18355660460511325	0.47762520567104405
FBgn0085476-1.fa	304	0.18714502207185607	1.029093382227844	49.99999999959283	49.99999999959283	3.1774363550603324	1.0000048980795793e-06
FBgn0020510-1.fa	326	0.6653371694359271	1.0549931834542567	1.5121657143171148	1.5121657143171148	0.04491817991536942	0.020678438877423204
FBgn0027493-0.fa	644	0.7601328882130617	1.2339902248011634	1.5730264044690039	1.5730264044690039	0.13022009327463543	0.04174838095658109
FBgn0037539-0.fa	298	0.05134805909969841	1.0000042002086413e-06	22.8416984348417	22.8416984348417	0.07552385151937407	0.05255020747243563
FBgn0261015-0.fa	414	0.9385731965439283	0.06378380129463068	1.000000232404031e-06	1.000000232404031e-06	0.44216148203535527	1.0000002438028304e-06
FBgn0262839-1.fa	492	0.9992407463494355	2.1748558363316682e-05	1.65391837080943e-06	1.65391837080943e-06	1.0000041646183502e-06	0.033290380093268054
FBgn0261279-0.fa	612	0.5324076584158275	1.3482098126055817	1.0000224939859605e-06	1.0000224939859605e-06	0.04709419701787563	0.02317596067971809
FBgn0027538-1.fa	572	0.9117863069201697	0.15750011674371725	1.0000419708865372e-06	1.0000419708865372e-06	0.053710106840602324	0.014544126710740625
FBgn0035206-0.fa	430	0.26186672235404895	49.999999999973305	29.090755858434516	29.090755858434516	0.033881469876200304	0.09151891978017043
FBgn0032444-1.fa	302	0.9997202038494301	1.0000000560351023e-06	1.0000000727332163e-06	1.0000000727332163e-06	0.04254437889210447	0.0466195745561515
FBgn0033413-0.fa	538	0.12423438311916014	1.000000062105969e-06	1.905596472646399	1.905596472646399	0.05129748540079003	0.03875902908808044
FBgn0015521-0.fa	458	0.8790291433760561	1.3353677402025967	1.1445706347978708	1.1445706347978708	0.026204830965658107	0.07137829506521647
FBgn0017566-1.fa	316	0.173845270702653	1.0000057435811994e-06	2.2800322480689226	2.2800322480689226	0.03795009981979531	0.07476183129668033
FBgn0003676-0.fa	532	0.0027075045142465827	1.000020447418188e-06	5.899914316620618	5.899914316620618	0.05022924117779508	0.04159118884439668
FBgn0027329-0.fa	322	0.44959539432321494	1.6361093171848964	1.0000030603504201e-06	1.0000030603504201e-06	0.09510251730035367	0.11225697666078233
FBgn0067864-0.fa	346	0.2865107393236322	7.136199599825424	2.666064620134793	2.666064620134793	0.05683009164142857	0.02510994681098372
FBgn0035251-0.fa	424	0.04224575626100963	1.0000004475640528e-06	1.2636055993108684	1.2636055993108684	0.05646069102841442	0.014653683112088577
FBgn0033243-1.fa	466	0.543008600725642	1.04335555904971	1.0000048349731175e-06	1.0000048349731175e-06	0.026172424403393835	0.02660685149261205
FBgn0027503-0.fa	418	0.13197399613616087	1.3561047971104763	1.000000086261578e-06	1.000000086261578e-06	0.054557993916095594	0.031272469070582905
FBgn0038233-1.fa	374	0.9737727972317596	1.0100226626917388	0.8798208671483185	0.8798208671483185	0.04226173233368498	1.000007602028002e-06
FBgn0039321-0.fa	344	0.9814190086336054	10.105743149994213	9.8743495210723	9.8743495210723	0.6176246569125441	0.6486742523704293
FBgn0003660-0.fa	342	0.07322422274374514	0.04086938497194828	3.30114726678189	3.30114726678189	1.0000076477787054e-06	0.032013013316008886
FBgn0036368-1.fa	304	0.29200862430617863	1.0000090614965988e-06	49.99999999920394	49.99999999920394	0.0326005721943366	0.06853135758573642
FBgn0033272.fa	592	0.5601195451927972	1.1268115175037288	0.06476687035095395	0.06476687035095395	1.651711493229144	0.2565715267472614
FBgn0029137-1.fa	418	0.4595335894442253	1.4212371094863703	1.00004190069536e-06	1.00004190069536e-06	0.0562851671986865	0.043826801037369856
FBgn0035617-0.fa	376	0.05700797800999197	1.9900991349036907	1.0000001101307128e-06	1.0000001101307128e-06	0.4789738646478899	2.7480164377563274
FBgn0036579-0.fa	390	0.9997584800723713	1.0000033882782778e-06	1.000002175267863e-06	1.000002175267863e-06	0.07312747705056653	0.09065358724816454
FBgn0030341-1.fa	298	0.9996838927726511	1.0000004122818e-06	1.000000114107868e-06	1.000000114107868e-06	0.059218442339937644	0.07191212654661935
FBgn0015838-0.fa	338	0.9999528873121882	1.0000004892712273e-06	1.0000000050393579e-06	1.0000000050393579e-06	0.0520851501107915	0.02358221269588336
FBgn0052075-1.fa	330	0.719896537286316	1.6486031509722852	0.5287523070554695	0.5287523070554695	2.532782538347977	0.26429530160041986
FBgn0035866-0.fa	316	0.11616495070301358	13.078657462480159	0.8599830842670958	0.8599830842670958	1.000000000007609e-06	1.6567447488658884
FBgn0087007-0.fa	656	0.040810647463598984	1.0012218817628335e-06	3.148183277586633	3.148183277586633	0.05251143134621752	0.03286645427016288
FBgn0028541-1.fa	422	0.6203546662394055	1.0000001917252465e-06	1.1710841982494566	1.1710841982494566	0.6660856224691428	0.6764049896487497
FBgn0002283-1.fa	356	0.41495051425826057	1.0000487047402852e-06	5.533043996896581	5.533043996896581	0.042145509153115004	0.7127862605534353
FBgn0014141-0.fa	424	0.05002047071585574	49.999999999479186	1.0000018304960435e-06	1.0000018304960435e-06	1.306029248055222	1.3602618331518228
FBgn0003884-1.fa	360	0.6562551055997617	0.9475226258848238	1.4755879281079487	1.4755879281079487	0.07675503909802045	0.025960271325000846
FBgn0028487-0.fa	334	0.02436656573932383	28.462884035467376	1.963326785383181	1.963326785383181	0.07581713693396777	0.060079134433943734
FBgn0026533-0.fa	584	0.529352404509704	3.8902553484619053	2.2178720209416207	2.2178720209416207	0.02253450400967918	0.02684912362107591
FBgn0025109-1.fa	570	0.7071987876984958	2.2947052579647518	2.8494091202430916	2.8494091202430916	0.1544153544903551	0.1272067749114311
FBgn0016701-0.fa	308	0.3174361546490851	1.0000001539758186e-06	0.2937069219878201	0.2937069219878201	0.48905764864736884	3.6422368841254413
FBgn0033570-1.fa	300	0.3096468988391111	11.952394186427872	2.3731093236456116	2.3731093236456116	0.04158492329386066	0.05476047065710456
FBgn0284225-1.fa	550	0.7792954447926298	1.0000867789642667	0.7299242168221156	0.7299242168221156	0.3909958475867685	0.47325481607312053
FBgn0033434-0.fa	382	0.9999770427167866	1.0000005452106924e-06	1.0000003479240315e-06	1.0000003479240315e-06	0.037813885244015896	0.021806492722870854
FBgn0040475-1.fa	314	0.7669916315313031	2.2319482667001806	1.4746467635474914	1.4746467635474914	0.010000572865108415	0.11395598621773717
FBgn0266124-0.fa	410	0.6459564186511968	2.2737674171114794	3.689185065144842	3.689185065144842	0.04783010923121361	0.021916644516970136
FBgn0023530-0.fa	446	0.2885630150884128	1.7995580089532195	8.085634587849064	8.085634587849064	0.07896664017309514	0.047831305301398626
FBgn0010380-1.fa	406	0.7153530548542715	1.6145588266433644	2.075022539848514	2.075022539848514	0.16504908421535666	0.01816899961447581
FBgn0283471-0.fa	580	0.17826885011395693	2.163738529237094	1.0000001431065364e-06	1.0000001431065364e-06	0.4596845530264123	0.7018345495204199
FBgn0050360-0.fa	338	0.800069110807551	49.99999999994964	38.48905203311868	38.48905203311868	1.8224511459102468	1.7428452499021698
FBgn0261838-1.fa	330	0.9999852648085784	1.0000006489447483e-06	1.000000424064751e-06	1.000000424064751e-06	0.04601136862800496	0.02463692069048772
FBgn0003076-1.fa	314	0.9999025863789698	1.0000000821399396e-06	1.0000005675850332e-06	1.0000005675850332e-06	0.04890088681046439	0.06515478773854902
FBgn0035581-0.fa	382	0.9996274364018197	1.0000001932803496e-06	1.0000004231082448e-06	1.0000004231082448e-06	0.31474972622191516	0.3141018079654967
FBgn0286783-1.fa	692	0.999960107797156	1.000000758055572e-06	1.0000010141811423e-06	1.0000010141811423e-06	0.5331367034345947	0.08186457945430375
FBgn0011509-1.fa	350	0.6463347716466046	2.2280788101540487	1.6026692905282576	1.6026692905282576	1.4239038663260353	1.4552844910728084
FBgn0033497-1.fa	378	0.43957799080636917	7.22631406238827	1.0000136079185165e-06	1.0000136079185165e-06	0.7182110695035958	0.6900903430304621
FBgn0039849-0.fa	342	0.9992044470695948	0.01653842567863375	0.0005644409782161728	0.0005644409782161728	0.15263157850617332	0.2365226392290959
FBgn0032005-1.fa	338	0.9989843281383868	1.0000001896122501e-06	1.0000000750777713e-06	1.0000000750777713e-06	0.051938255106956134	0.04798878086036233
FBgn0035169-0.fa	388	0.1423831896248893	6.874877109144292	1.000019201118766e-06	1.000019201118766e-06	1.4763095359613012	1.47623988951497
FBgn0026250-0.fa	340	0.9999612060345786	1.0000002598312361e-06	1.0000008230886283e-06	1.0000008230886283e-06	0.06355265759394906	0.0593585569912434
FBgn0035410-1.fa	330	0.4133666647783738	35.62466251517005	20.514647359672008	20.514647359672008	0.04050203749241963	0.052125218303977025
FBgn0027568-1.fa	326	0.4975826008055019	1.0000022371305324e-06	7.007449361857635	7.007449361857635	0.05213076987018665	0.03596588851749558
FBgn0034914-0.fa	484	0.5812659428146777	49.99999999971895	0.9194816068524944	0.9194816068524944	0.002603342127341225	0.07356983549700352
FBgn0263351-0.fa	318	0.4451016124087168	1.2172805384930176	1.0000021343772165e-06	1.0000021343772165e-06	0.06635905634561383	0.05794954403008119
FBgn0035761.fa	334	0.7481036474335294	1.7353101150238022	1.373123570439303	1.373123570439303	2.0527585861040616	1.9825923960511593
FBgn0039636.fa	442	0.11367569962350432	11.824370959078827	0.7580760780766812	0.7580760780766812	0.028959602802380288	0.04631373094694675
FBgn0260012-1.fa	752	0.9990128198443314	1.00000026729188e-06	1.0000003730001702e-06	1.0000003730001702e-06	0.4036784172584716	0.7549324656876323
FBgn0041706-1.fa	340	0.45790578946747373	3.8188290194684824	1.8849941518357283	1.8849941518357283	0.06511615024204163	0.049441393905052713
FBgn0260229-1.fa	310	0.9998949335044949	1.0001626860982443e-06	1.0000005279505165e-06	1.0000005279505165e-06	0.038999615248800946	0.05799151615974604
FBgn0000565-1.fa	404	0.3545320728579021	1.4466619075257794	0.7569398612738436	0.7569398612738436	1.0000141170496374e-06	6.529360996568155
FBgn0014930-1.fa	394	0.3218903476433076	4.060764193645754	21.273491907361297	21.273491907361297	0.0479524877023816	0.020441746176394056
FBgn0262516-1.fa	674	0.07724902095166393	2.017058855886795	0.33534426452883453	0.33534426452883453	0.09835412272258097	0.01603820228694406
FBgn0038961-1.fa	336	0.5190281376074833	2.0643235774248727	1.0000023087364812e-06	1.0000023087364812e-06	0.04992979274026472	0.053923929346436875
FBgn0002431-1.fa	338	0.07945447026961684	1.0000001425829533e-06	0.6340725772672167	0.6340725772672167	0.006782399985785259	0.02645434509014249
FBgn0086532-1.fa	306	0.3488162846536903	3.0787856947761822	1.0000001550802066e-06	1.0000001550802066e-06	0.03650040701037256	0.12084020553107871
FBgn0031652-1.fa	486	0.034280491842682136	7.880607447291399	1.0000003145050409e-06	1.0000003145050409e-06	0.02313300750821868	0.01987369395076614
FBgn0035283-0.fa	452	0.45268288984592775	1.0000014851820078e-06	0.5757340368416419	0.5757340368416419	0.13127368482320867	0.1563511920063303
FBgn0031039-1.fa	374	0.5722358167680079	2.976022729166499	1.0000050631035682e-06	1.0000050631035682e-06	2.6636795871363925	0.1309589423793992
FBgn0035000-0.fa	344	0.999887905960027	9.203993559035429e-05	3.386878845817705e-05	3.386878845817705e-05	0.053320557418483884	0.03903943368295292
FBgn0036769-0.fa	392	0.08447326055853054	0.38479108866600986	3.817223584782466	3.817223584782466	0.5586168787709206	0.4452243421715628
FBgn0032880-1.fa	464	0.9996327583635464	1.0000011207189093e-06	1.000000468463659e-06	1.000000468463659e-06	0.06116760782516861	0.03402451422938589
FBgn0031771.fa	472	0.10738681813874199	49.99999999921338	31.047388251821076	31.047388251821076	2.0414558905397704	1.8880405592071219
FBgn0015834-1.fa	302	0.24193704685766057	1.0000000358346324e-06	1.341537605567016	1.341537605567016	0.013230798783235	0.06281952762455201
FBgn0031038-1.fa	374	0.5722358167680079	2.976022729166499	1.0000050631035682e-06	1.0000050631035682e-06	2.6636795871363925	0.1309589423793992
FBgn0039776-1.fa	324	0.9998291611468507	49.999999999675325	49.999999999675325	49.999999999675325	0.10737505605056145	0.16220158018545558
